,VenueId,VenueName,VenueLatitude,VenueLongitude,CategoryId,VenueAddress,City,HierarchyLevel,CategoryName,Level1,Level2,Level3,Level4,Level5,MeshBlockCode,CityCode,StateCode,State,LgaCode,LgaName,Key,LgaGroup,VenueCount,EgmCount,TotalNgr,TotalNgrPerAdult,MachinesPer1000Adult,AvgNgrPerMachine,AggregateNgrPerLgaStr,AverageNgrPerVenueStr,TotalNgrPerAdultStr,AvgNgrPerMachineStr,RankTotalNgr,RankTotalNgrPerAdult,RankEgmsPer1000Adult,RankAvgNgrPerMachine,Address,PostalCode,Latitude,Longitude,People,MedianAge,HouseholdIncome,Dwellings
4133,506a4a8be4b0b2645cd23a04,Prouds The Jewellers,-34.886296676984124,138.69046640840884,4bf58dd8d48988d111951735,"Stop 26 Montacute Rd - North side, Newton SA 5074, Australia",Newton,2,Jewelry Store,Shop & Service,Jewelry Store,,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
4134,4f8a5449e4b076717bac4e89,Diva,-34.83222916606493,138.69173535470537,4bf58dd8d48988d111951735,"978 North East Road, Modbury SA 5092, Australia",Modbury,2,Jewelry Store,Shop & Service,Jewelry Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4135,5181d6f8498ed379523862c0,Lovisa,-34.83124837445588,138.69101023900333,4bf58dd8d48988d111951735,"19/976 North East Road, Modbury SA 5092, Australia",Modbury,2,Jewelry Store,Shop & Service,Jewelry Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4136,5bc544f13c858d002c26767f,Shiels Jewellers,-34.83149,138.69122,4bf58dd8d48988d111951735,"976 North East Road, Modbury SA 5092, Australia",Modbury,2,Jewelry Store,Shop & Service,Jewelry Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4137,4e3e13658877b00cfc50f891,Pandora TTP,-34.831607397454114,138.69146098549405,4bf58dd8d48988d111951735,"Shop 114/976 North East Road, Modbury SA 5092, Australia",Modbury,2,Jewelry Store,Shop & Service,Jewelry Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4138,4e3f70fe483b04e17ab089ea,Mazzucchelli's,-34.8268701,138.6956075,4bf58dd8d48988d111951735,"5 Fleming Ave, Ridgehaven SA 5097, Australia",Ridgehaven,2,Jewelry Store,Shop & Service,Jewelry Store,,,,40180990000,41244,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Ridgehaven SA 5097, Australia",5097,-34.822,138.704,4008.0,42,"1,112","1,660"
4139,4e98d3bbf79022d7ec3cb563,Michael Hill Jeweller,-34.83184421287637,138.69108373003064,4bf58dd8d48988d111951735,"166/976 North East Road, Modbury SA 5092, Australia",Modbury,2,Jewelry Store,Shop & Service,Jewelry Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4140,4e8aa4e2be7b5e7d9619c6ea,Bevilles Jewellers,-34.83149,138.69122,4bf58dd8d48988d111951735,"976 North East Road, Modbury SA 5092, Australia",Modbury,2,Jewelry Store,Shop & Service,Jewelry Store,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4156,4eed7579f9ab8c5a01be5091,Shiny Brights Laundry,-34.843639544355305,138.7006089860273,4bf58dd8d48988d1fc941735,"1220 Grand Jct Rd, Hope Valley SA 5090, Australia",Hope Valley,2,Laundry Service,Shop & Service,Laundry Service,,,,40188900000,40601,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Hope Valley SA 5090, Australia",5090,-34.843,138.702,7887.0,47,"1,081","3,120"
4157,4f2238f4e4b0ed33961e93fe,Hem Express,-34.88839743152092,138.67454089174714,4bf58dd8d48988d1fc941735,"145 Montacute Rd, Newton SA 5074, Australia",Newton,2,Laundry Service,Shop & Service,Laundry Service,,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
4159,4ed98b15b8f7fcd03f45b796,Tiptop Dry Cleaners,-34.83087458684078,138.69314641766698,4bf58dd8d48988d1fc941735,"213/976 North East Road, Modbury SA 5092, Australia",Modbury,2,Laundry Service,Shop & Service,Laundry Service,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4160,4d64ea973384a093f8faa03c,Shiny Bright's Laundry,-34.87871433961259,138.66369298249916,4bf58dd8d48988d1fc941735,"612 Lower North East Rd, Campbelltown SA 5074, Australia",Campbelltown,2,Laundry Service,Shop & Service,Laundry Service,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
4179,5126b0f2805582be68a701d1,Connect Hearing,-34.88322,138.66081,58daa1558bbb0b01f18ec206,"568 Lower North East Rd, Campbelltown SA 5074, Australia",Campbelltown,2,Medical Supply Store,Shop & Service,Medical Supply Store,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
4181,5667c235498ea82cbb1167ca,Modbury Locksmiths,-34.83081455449458,138.69121601412363,52f2ab2ebcbc57f1066b8b1e,"29A/976 North East Road, Modbury SA 5092, Australia",Modbury,2,Locksmith,Shop & Service,Locksmith,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4183,5bb55f7e1acf11002c6c09f5,SA Lotteries,-34.878432,138.663936,52f2ab2ebcbc57f1066b8b38,"610 Lower North East Rd, Campbelltown SA 5074, Australia",Campbelltown,2,Lottery Retailer,Shop & Service,Lottery Retailer,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
4184,568749ba498e3b32b1740f5d,Mike's,-34.83138359415886,138.6916765611894,52f2ab2ebcbc57f1066b8b39,"Myer, Level 3, Westfield, 976 North East Road, Modbury SA 5092, Australia",Modbury,2,Shoe Repair,Shop & Service,Shoe Repair,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4185,5d3fcf0eb91c5700074bec92,Telstra Store,-34.8306218,138.6921334,4bf58dd8d48988d1ff941735,"974 North East Road, Modbury SA 5092, Australia",Modbury,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4187,4d93cd5484a6a35dfa9e4ab8,Dirty Dogs Clip & Clean,-34.888355,138.674297,4bf58dd8d48988d1ff941735,"1A Newton Rd, Newton SA 5074, Australia",Newton,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
4188,5025d273e4b0c804526ed93a,Lenards Within Foodland,-34.877845,138.674226,4bf58dd8d48988d1ff941735,"84 Gorge Rd, Newton SA 5074, Australia",Newton,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
4189,4f223d3ae4b0acaff5f302b4,Mister Minit TTP,-34.83175715709049,138.69251437463834,4bf58dd8d48988d1ff941735,"Shop 139/140 Westfield Tea Tree Plaza, 976 North East Road, Modbury SA 5092, Australia",Modbury,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4190,4f83cf80e4b08bbbe86e66ab,OPSM Newton,-34.885971,138.690848,4bf58dd8d48988d1ff941735,"SHOP T29 NEWTON VILLAGE Shopping Centre CNR STRADBROKE &, Montacute Rd, Newton SA 5074, Australia",Newton,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
4191,4bfe03c4f7c82d7f8a158f04,Tranmere Meat,-34.897246,138.664426,4bf58dd8d48988d1ff941735,"66 Reid Ave, Tranmere SA 5073, Australia",Tranmere,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40027202000,41455,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Tranmere SA 5073, Australia",5073,-34.905,138.662,3757.0,39,"1,425","1,433"
4192,4e3503c4b0fb59390e9ac93f,Neds,-34.821555225508334,138.71666938430712,4bf58dd8d48988d1ff941735,"Shopping Centre, 1244 North East Road, St Agnes SA 5097, Australia",Saint Agnes,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40188851000,41353,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"St Agnes SA 5097, Australia",5097,-34.830278,138.711111,4136.0,44,"1,345","1,564"
4193,4ec1eafc5c5c3d470dadf7cd,Freedom Pools,-34.82579054850207,138.6942243370161,4bf58dd8d48988d1ff941735,"1-3 Dewer Ave Corner of Golden Grove Rd and, Dewer Ave, Ridgehaven SA 5097, Australia",Ridgehaven,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40180990000,41244,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Ridgehaven SA 5097, Australia",5097,-34.822,138.704,4008.0,42,"1,112","1,660"
4195,4c4e2b6251c2c9285016ed9d,Spartan Electrical,-34.876977668638254,138.66397700918955,4bf58dd8d48988d1ff941735,"631 Lower North East Rd, Campbelltown SA 5074, Australia",Campbelltown,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
4196,5a3f3542364d9727066ae4a8,The Reject Shop,-34.882532,138.669095,4bf58dd8d48988d1ff941735,"5 Wyn St, Campbelltown SA 5074, Australia",Campbelltown,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
4197,4da91b1d1e72c1ab9bd435b6,Spend A Penny,-34.87840218651369,138.66380071659063,4bf58dd8d48988d1ff941735,"Stop 22 Lower North East Rd - East side, Campbelltown SA 5074, Australia",Campbelltown,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40027041000,40211,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Campbelltown SA 5074, Australia",5074,-34.878,138.663,8152.0,41,"1,040","3,221"
4198,52a6a1de11d226fd330e3a2c,Lee Massage,-34.8859,138.691,4bf58dd8d48988d1ff941735,"8 Monaro Cres, Newton SA 5074, Australia",Newton,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
4199,50e66908e4b0ffbc49a4de51,Bargain City,-34.8768,138.6745,4bf58dd8d48988d1ff941735,"84-92 Gorge Road Shop 14/15, Centro Newton Shopping Centre, Newton SA 5074, Australia",Newton,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40023600000,41020,4,South Australia,40910,Campbelltown (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Newton SA 5074, Australia",5074,-34.880165,138.6815087,4788.0,41,"1,267","1,827"
4222,4cb13642562d224b0b6c1d88,Garden Grove,-34.78801522219314,138.7139882461562,4bf58dd8d48988d1ff941735,"1150 Golden Grove Rd, Golden Grove SA 5125, Australia",Golden Grove,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
4223,5d3fcf06b15a9d00083bd8cb,Telstra Store,-34.790417,138.694439,4bf58dd8d48988d1ff941735,"Grove Shopping Centre Shop FC05, Aeolian Dr, Golden Grove SA 5125, Australia",Golden Grove,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
4224,538beae1498e264f18ce1bf3,Strandbags,-34.7917,138.694,4bf58dd8d48988d1ff941735,"The Golden Way, Golden Grove SA 5125, Australia",Golden Grove,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
4225,50205e19e4b03e641bc88303,Party Plus,-34.79030990600586,138.69342041015625,4bf58dd8d48988d1ff941735,"g3a Aeolian Dr, Golden Grove SA 5125, Australia",Golden Grove,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
4226,4f3dc1d3e4b0abb6d5ec04f8,Pokémon Center,-34.7936652584794,138.69540027277145,4bf58dd8d48988d1ff941735,"C Block, Golden Grove SA 5125, Australia",Golden Grove,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
4227,4ee2b3af99119449ff615847,Quick Bargains,-34.843233612266715,138.68900152172745,4bf58dd8d48988d1ff941735,"29 Reservoir Rd, Hope Valley SA 5090, Australia",Hope Valley,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40188900000,40601,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Hope Valley SA 5090, Australia",5090,-34.843,138.702,7887.0,47,"1,081","3,120"
4228,4f0a5ec0e4b0ca3a5e422a55,Modbury & Para Hills Bottle Depot,-34.82127825941356,138.68220671416208,4bf58dd8d48988d1ff941735,"21 Famechon Cres, Modbury North SA 5092, Australia",Modbury North,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40180970000,40893,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury North SA 5092, Australia",5092,-34.829,138.672,5626.0,39,"1,385","2,049"
4229,4ee159f62c5b955eefccb9da,Toop & Toop,-34.77723042279578,138.72548098574381,4bf58dd8d48988d1ff941735,"1405 Golden Grove Rd, Golden Grove SA 5125, Australia",Golden Grove,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
4230,4f4045afe4b0d395c726d1bf,Market Moo.,-34.79228157634386,138.69458691456606,4bf58dd8d48988d1ff941735,"205 The Golden Way, Golden Grove SA 5125, Australia",Golden Grove,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
4231,4d844a825e70224bf43b0a09,Essential Beauty Golden Grove,-34.79083623737097,138.69345746934414,4bf58dd8d48988d1ff941735,"Zone D Golden Grove Interchange, Golden Grove SA 5125, Australia",Golden Grove,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
4232,4e61ba0aaeb73603149e0ee5,Healthy Life,-34.790210534674365,138.69337179908257,4bf58dd8d48988d1ff941735,"g3a Aeolian Dr, Golden Grove SA 5125, Australia",Golden Grove,2,Miscellaneous Shop,Shop & Service,Miscellaneous Shop,,,,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Golden Grove SA 5125, Australia",5125,-34.7838889,138.7061111,10237.0,42,"1,519","3,763"
4246,5099b754e4b05e3770780125,Health Partners Optical,-34.833579,138.680295,4d954afda243a5684865b473,"Corner Mc Intyre Road &, Wright Rd, Modbury SA 5092, Australia",Modbury,2,Optical Shop,Shop & Service,Optical Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4247,4f2f2956e4b01982f2d06177,Laubman and Pank,-34.8309869,138.6904085,4d954afda243a5684865b473,"976 North East Road, Modbury SA 5092, Australia",Modbury,2,Optical Shop,Shop & Service,Optical Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
4248,4e1a7e1252b123a586ea6375,OPSM,-34.83149,138.69122,4d954afda243a5684865b473,"976 North East Road, Modbury SA 5092, Australia",Modbury,2,Optical Shop,Shop & Service,Optical Shop,,,,40188841000,40891,4,South Australia,47700,Tea Tree Gully (C),7.0,"Campbelltown (C), Tea Tree Gully (C)",12.0,438.0,43922.81,366.6,3.65,100625.0,"$43,922,813","$3,660,234",$367,"$100,625",5.0,27.0,42.0,1.0,"Modbury SA 5092, Australia",5092,-34.833333,138.683333,5244.0,37,"1,084","2,047"
